element_global_id	usfs_ecoregion_2007_id	d_occurrence_status_id
856954	198	1
856963	50	1
856963	166	1
856963	167	1
856963	173	1
856963	53	1
856963	180	1
856963	181	1
856963	182	1
856963	183	1
856963	184	1
856963	185	1
856963	186	1
856963	187	1
856963	188	1
856963	189	1
856963	190	1
856963	191	1
856963	192	1
856963	54	1
856963	194	1
856963	195	1
856963	196	1
856963	56	1
856963	206	2
856963	211	1
856963	212	1
856963	65	1
856963	240	2
856963	241	1
856963	66	1
856963	242	2
856963	243	1
856963	246	1
856963	247	1
856963	249	1
856963	250	3
856963	69	1
856963	261	1
856963	70	1
856963	262	1
856981	44	1
856981	145	1
856981	146	1
856981	50	2
856981	166	2
856981	53	1
856981	181	1
856981	182	1
856981	183	1
856981	184	1
856981	185	1
856981	186	1
856981	187	1
856981	54	1
856981	193	2
856981	195	2
856981	66	1
856981	242	2
856981	243	2
856981	244	2
856981	249	1
856981	67	1
856981	253	2
856981	254	2
856981	255	2
856981	69	1
856981	261	1
856995	53	1
856995	182	1
856995	183	1
856995	66	1
856995	242	1
856995	67	1
856995	252	1
856995	259	1
856995	253	1
856995	254	1
856995	68	1
856995	258	1
857005	44	1
857005	150	1
857005	152	1
857005	45	2
857005	153	2
857005	50	1
857005	166	1
857005	167	1
857005	171	1
857005	51	3
857005	174	3
857005	53	1
857005	180	1
857005	181	1
857005	182	1
857005	183	1
857005	184	1
857005	185	1
857005	186	1
857005	189	1
857005	190	1
857005	191	2
857005	192	3
857005	54	1
857005	195	1
857005	196	1
857005	197	1
857005	198	1
857017	38	1
857017	116	1
857017	102	1
857017	104	1
857017	105	1
857017	106	1
857017	107	1
857017	44	1
857017	146	1
857017	147	1
857017	148	1
857017	149	1
857017	150	1
857017	54	1
857017	195	1
857017	196	1
857017	198	1
857027	41	1
857027	130	1
857027	45	1
857027	154	1
857027	155	1
857027	156	1
857027	50	1
857027	170	1
857034	44	1
857034	145	1
857034	146	1
857034	147	1
857034	150	3
857034	53	1
857034	180	1
857034	181	1
857034	182	1
857034	183	1
857034	184	1
857034	185	2
857034	186	2
857034	54	1
857034	193	1
857034	194	1
857034	195	1
857034	196	1
857034	197	1
857050	44	1
857050	145	1
857050	146	1
857050	147	1
857050	53	1
857050	180	1
857050	181	1
857050	182	1
857050	183	1
857050	184	1
857050	186	3
857050	54	1
857050	193	1
857050	194	1
857050	195	1
857050	196	1
857050	197	1
857066	44	1
857066	147	3
857066	150	2
857066	152	1
857066	50	2
857066	171	2
857066	53	1
857066	180	1
857066	181	1
857066	182	1
857066	183	1
857066	184	1
857066	185	1
857066	186	1
857066	188	1
857066	189	1
857066	190	1
857066	191	1
857066	192	1
857066	54	1
857066	193	1
857066	194	1
857066	195	1
857066	196	1
857066	197	1
857066	198	1
857077	44	1
857077	147	3
857077	150	2
857077	152	1
857077	50	2
857077	171	2
857077	53	1
857077	180	1
857077	181	1
857077	182	1
857077	183	1
857077	184	1
857077	185	1
857077	186	1
857077	188	1
857077	189	1
857077	190	1
857077	191	1
857077	192	1
857077	54	1
857077	193	1
857077	194	1
857077	195	1
857077	196	1
857077	197	1
857077	198	1
857091	36	1
857091	73	1
857091	74	1
857091	75	1
857091	76	1
857091	77	1
857091	78	1
857091	82	1
857091	83	1
857091	84	1
857091	85	1
857091	86	1
857091	87	1
857091	37	1
857091	95	1
857091	98	1
857091	99	1
857091	100	1
857091	38	1
857091	111	1
857091	124	1
857091	113	1
857091	114	1
857091	115	1
857091	116	1
857091	102	1
857091	103	1
857091	104	1
857091	105	1
857091	106	1
857091	107	1
857091	108	2
857091	81	1
857091	40	1
857091	118	1
857091	41	1
857091	126	1
857091	127	1
857091	128	1
857091	44	1
857091	147	1
857091	148	1
857091	149	2
857091	58	1
857091	217	2
857091	218	2
857091	219	2
857091	220	2
857091	80	2
857091	59	1
857091	221	2
857091	222	2
857091	223	2
857091	224	2
857182	53	1
857182	183	2
857182	184	1
857182	185	1
857182	189	1
857182	190	1
857182	191	1
857191	44	1
857191	146	1
857191	147	3
857191	149	2
857191	150	1
857191	152	1
857191	50	1
857191	166	1
857191	167	1
857191	171	1
857191	53	1
857191	180	1
857191	181	1
857191	182	1
857191	183	1
857191	184	1
857191	185	1
857191	186	1
857191	187	1
857191	189	2
857191	190	1
857191	191	1
857191	192	1
857191	54	1
857191	193	2
857191	194	1
857191	195	1
857191	196	1
857191	197	2
857191	198	1
857191	56	2
857191	211	2
857191	65	2
857191	241	2
857191	66	2
857191	243	2
857191	246	2
857191	249	2
857208	43	1
857208	143	1
857208	144	3
857208	62	1
857208	227	1
857208	228	1
857208	229	1
857208	230	1
857208	63	1
857208	231	1
857208	234	2
857208	237	1
836018	41	1
836018	136	1
837100	35	1
837100	76	1
837100	275	1
837100	37	1
837100	95	1
837100	353	1
837100	354	1
837100	355	1
837100	356	1
837100	362	1
837100	365	1
837100	41	1
837100	126	1
837100	551	1
837100	133	1
837100	590	1
837100	134	1
837561	35	1
837561	75	1
837561	273	1
837561	76	1
837561	275	1
837561	276	1
837561	37	1
837561	95	1
837561	353	1
837561	362	1
837345	41	1
837345	128	1
837345	129	1
837345	130	1
837345	132	1
837345	134	1
837345	137	1
837345	45	1
837345	156	1
857235	49	1
857235	162	1
857235	163	1
857235	165	1
857235	50	1
857235	166	1
857235	173	1
857235	51	1
857235	174	1
857235	52	1
857235	176	1
857235	53	1
857235	179	1
857235	180	1
857235	182	1
857235	184	1
857235	185	1
857235	186	1
857235	187	1
857235	188	1
857235	189	3
857235	192	2
857235	55	1
857235	199	1
857235	200	1
857235	201	1
857235	202	1
857235	203	1
857235	204	1
857235	205	1
857235	56	1
857235	206	1
857235	207	1
857235	208	1
857235	209	1
857235	210	1
857235	211	1
857235	212	1
857235	213	1
857235	214	1
857235	215	1
857235	62	1
857235	229	1
857235	230	2
857235	63	1
857235	234	1
857235	235	1
857235	237	1
857235	65	1
857235	240	1
857235	241	1
857235	66	1
857235	242	1
857235	243	1
857235	244	1
857235	245	1
857235	246	1
857235	247	1
857235	248	1
857235	249	1
857235	250	1
857235	67	1
857235	251	1
857235	252	1
857235	253	1
857235	254	1
857235	255	1
857235	256	1
857235	68	1
857235	257	1
857235	258	1
857235	259	1
857235	260	1
857235	70	1
857235	262	1
857235	263	1
857235	264	1
857235	265	1
857252	63	1
857252	236	3
857252	46	1
857252	159	1
857252	47	1
857252	160	1
857252	56	2
857252	207	2
857252	62	3
857252	229	3
857252	233	3
857252	234	2
857252	235	2
857252	237	1
857258	49	1
857258	162	2
857258	163	1
857258	165	3
857258	50	1
857258	166	3
857258	167	3
857258	173	1
857258	51	3
857258	174	3
857258	52	1
857258	176	1
857258	53	1
857258	186	2
857258	187	2
857258	188	1
857258	55	1
857258	199	1
857258	200	1
857258	201	1
857258	204	2
857258	205	2
857258	56	1
857258	207	1
857258	208	1
857258	209	3
857258	210	1
857258	211	2
857258	212	1
857258	213	1
857258	215	2
857258	62	2
857258	230	2
857258	65	1
857258	240	1
857258	241	1
857258	66	1
857258	242	1
857258	243	1
857258	244	1
857258	245	1
857258	246	1
857258	247	1
857258	248	1
857258	249	1
857258	250	1
857258	67	1
857258	251	1
857258	252	1
857258	253	1
857258	254	1
857258	255	1
857258	256	1
857258	68	1
857258	257	1
857258	258	1
857258	259	1
857258	260	1
857258	69	2
857258	261	2
857258	70	1
857258	262	2
857258	263	1
857258	264	1
857258	265	1
857274	47	2
857274	160	2
857274	48	2
857274	161	2
857274	49	1
857274	162	2
857274	163	1
857274	165	3
857274	50	1
857274	166	3
857274	167	3
857274	173	1
857274	51	3
857274	174	3
857274	52	1
857274	176	1
857274	53	1
857274	179	2
857274	186	2
857274	187	2
857274	188	1
857274	55	1
857274	199	1
857274	200	1
857274	201	1
857274	202	1
857274	204	2
857274	205	2
857274	56	1
857274	207	1
857274	208	1
857274	209	3
857274	210	1
857274	211	2
857274	212	1
857274	213	1
857274	214	2
857274	215	2
857274	62	1
857274	227	1
857274	228	1
857274	229	1
857274	230	2
857274	63	1
857274	231	1
857274	232	1
857274	234	1
857274	235	1
857274	236	1
857274	237	1
857274	65	1
857274	240	1
857274	241	1
857274	66	1
857274	242	1
857274	243	1
857274	244	1
857274	245	1
857274	246	1
857274	247	1
857274	248	1
857274	249	1
857274	250	1
857274	67	1
857274	251	1
857274	252	1
857274	253	1
857274	254	1
857274	255	1
857274	256	1
857274	68	1
857274	257	1
857274	258	1
857274	259	1
857274	260	1
857274	69	2
857274	261	2
857274	70	1
857274	262	2
857274	263	1
857274	264	1
857274	265	1
857292	49	1
857292	162	1
857292	163	1
857292	165	1
857292	50	2
857292	166	3
857292	173	2
857292	51	2
857292	174	2
857292	53	1
857292	179	3
857292	180	3
857292	188	1
857292	55	1
857292	199	2
857292	200	2
857292	201	2
857292	202	2
857292	204	1
857292	56	1
857292	206	1
857292	207	2
857292	208	1
857292	209	1
857292	210	1
857292	211	1
857292	212	1
857292	213	1
857292	215	1
857292	62	1
857292	229	2
857292	230	1
857292	63	1
857292	235	1
857292	65	1
857292	240	1
857292	241	1
857292	66	1
857292	242	1
857292	243	1
857292	244	1
857292	245	1
857292	246	1
857292	247	1
857292	248	1
857292	249	1
857292	250	1
857292	67	1
857292	251	1
857292	252	1
857292	253	1
857292	254	1
857292	255	1
857292	256	1
857292	68	1
857292	257	1
857292	258	1
857292	259	1
857292	260	1
857292	70	1
857292	263	1
857292	264	1
857323	49	1
857323	162	1
857323	164	1
857323	50	1
857323	166	1
857323	167	1
857323	51	1
857323	174	1
857323	52	1
857323	176	1
857323	177	1
857323	178	1
857323	55	2
857323	204	2
857323	63	1
857323	235	1
857323	65	2
857323	240	2
857323	241	2
857338	62	1
857338	227	1
857338	228	1
857338	229	1
857338	230	1
857345	62	1
857345	227	1
857345	228	1
857345	229	1
857345	230	1
857357	45	1
857357	153	1
857357	157	2
857357	50	1
857357	167	1
857357	168	1
857357	169	1
857357	171	2
857357	53	2
857357	180	2
857357	54	1
857357	198	1
857421	39	1
857421	111	1
857421	44	1
857421	149	1
857421	150	1
857421	152	1
857421	45	1
857421	153	1
857421	157	1
857421	54	1
857421	197	1
857556	53	1
857556	188	1
857556	55	2
857556	203	2
857556	205	2
857556	56	2
857556	207	2
857556	215	2
857556	62	1
857556	228	2
857556	229	1
857556	230	1
857556	66	1
857556	242	1
857556	243	1
857556	244	1
857556	245	1
857556	246	1
857556	247	1
857556	248	1
857556	249	1
857556	250	1
857556	67	1
857556	251	1
857556	252	2
857556	253	1
857556	254	1
857556	255	1
857556	256	1
857556	68	1
857556	257	1
857556	258	1
857556	259	1
857556	260	1
857556	70	1
857556	262	1
857556	263	2
857556	264	1
857556	265	1
857571	53	1
857571	188	1
837122	37	1
837122	95	1
837122	354	1
837122	356	1
837122	365	1
837122	41	1
837122	126	1
837122	127	1
837122	128	1
837122	129	1
837122	130	1
837122	131	1
837122	580	1
837122	132	1
837122	133	2
837122	134	1
837122	135	1
837122	136	1
837122	137	1
857571	55	2
857571	205	2
857571	56	2
857571	215	2
857571	62	1
857571	228	1
857571	229	3
857571	230	1
857571	66	1
857571	242	1
857571	243	1
857571	244	1
857571	245	1
857571	246	1
857571	247	1
857571	248	1
857571	249	1
857571	250	1
857571	67	1
857571	251	1
857571	252	1
857571	253	2
857571	254	1
857571	255	1
857571	256	2
857571	68	1
857571	257	1
857571	258	1
857571	259	1
857571	260	1
857571	70	2
857571	262	2
857571	263	2
857571	264	2
857602	40	1
857602	119	1
857602	122	1
857602	41	1
857602	127	1
857602	128	1
857602	129	1
857602	131	1
857602	132	1
857602	133	1
857602	134	1
857602	135	1
857602	136	1
857613	58	1
857613	217	1
857613	218	1
857613	219	1
857613	220	1
857627	36	1
857627	73	1
857627	74	1
857627	75	1
857627	76	1
857627	77	1
857627	78	1
857627	82	1
857627	83	1
857627	84	1
857627	85	1
857627	86	1
857627	87	1
857627	37	1
857627	95	1
857627	98	1
857627	99	1
857627	100	1
857627	38	1
857627	111	1
857627	124	1
857627	113	1
857627	114	1
857627	115	1
857627	116	1
857627	102	1
857627	103	1
857627	104	1
857627	105	1
857627	106	1
857627	107	1
857627	108	2
857627	81	1
857627	40	1
857627	118	1
857627	41	1
857627	126	1
857627	127	1
857627	128	1
857627	44	1
857627	147	1
857627	148	1
857627	149	2
857627	58	1
857627	217	2
857627	218	2
857627	219	2
857627	220	2
857627	80	2
857627	59	1
857627	221	2
857627	222	2
857627	223	2
857627	224	2
857662	49	1
857662	162	1
857662	163	1
857662	164	1
857662	165	1
857662	50	1
857662	166	1
857662	167	1
857662	173	1
857662	51	1
857662	174	1
857662	52	1
857662	176	1
857662	177	1
857662	178	1
857662	55	1
857662	204	1
857662	65	1
857662	240	1
857662	241	1
857675	58	1
857675	217	1
857675	218	1
857675	219	1
857675	220	1
858054	35	1
858054	73	2
858054	74	2
858054	75	2
858054	76	2
858054	78	1
858054	36	1
837138	41	1
837138	127	1
837138	128	1
837138	129	1
837138	135	1
837138	136	1
837138	137	1
837138	42	1
837138	138	1
858054	338	1
858054	37	1
858170	35	1
858170	77	1
858170	78	2
858170	37	1
858170	95	1
858170	96	2
858170	99	1
858170	100	1
858170	101	1
858170	38	1
858170	103	2
858170	412	1
858170	110	1
858170	437	1
858170	441	3
858170	39	1
858170	111	1
858170	113	1
858170	114	1
858170	115	1
858170	116	1
858170	40	1
858170	119	1
858170	120	1
858170	121	1
858170	124	1
858170	59	1
858170	221	1
858170	60	1
858170	225	1
686619	972	1
769170	972	1
769179	972	1
769194	972	1
769206	972	1
794977	972	1
769215	972	1
758472	972	1
684422	972	1
690032	972	1
689958	972	1
685113	972	1
683374	972	1
859151	972	1
833074	57	1
833074	216	1
837149	41	1
837149	127	1
837149	129	1
837149	132	1
837149	135	1
837149	136	1
860581	46	1
860581	159	1
860581	47	1
860581	160	1
860581	56	2
860581	207	2
860581	62	3
860581	229	3
860581	63	1
860581	233	3
860581	234	2
860581	235	2
860581	236	3
860581	237	1
860841	62	3
860841	230	3
860841	68	3
860841	257	3
860841	258	3
860318	35	1
860318	36	1
860279	35	1
860279	36	1
860274	35	1
860274	36	1
860274	37	1
860274	38	1
860274	41	1
860274	43	1
860274	44	1
860274	53	1
860274	55	1
860274	56	1
860274	58	1
860274	59	1
860274	62	1
860274	63	1
860274	66	1
860274	67	1
860274	68	1
860350	43	1
860350	46	1
860350	47	1
860350	48	2
860350	49	1
860350	50	1
860350	51	1
860350	52	1
860350	53	1
860350	55	1
860350	56	1
860350	62	1
860350	63	1
860350	65	1
860350	66	1
860350	67	1
860350	68	1
860350	69	2
860350	70	1
860387	49	1
860387	50	1
860387	51	1
860387	52	1
860387	55	2
860387	63	1
860387	65	2
860365	44	1
860365	53	1
860365	54	1
860325	35	1
860325	37	1
860325	40	1
860325	41	1
860325	45	1
860294	43	1
860294	46	1
860294	48	1
860294	62	1
860331	46	1
860331	47	1
860331	49	1
860331	50	1
860331	51	3
860331	52	1
860331	53	1
860331	55	1
860331	56	1
860331	62	3
860331	63	1
860331	65	1
860331	66	1
860331	67	1
860331	70	1
860357	35	1
860357	36	1
860357	59	1
860357	37	1
860357	39	1
860357	60	1
860357	61	1
860357	41	1
860357	42	1
860357	43	1
860357	62	1
860357	44	1
833195	41	1
833195	132	1
833195	136	1
889962	57	1
889962	216	1
889970	41	1
889970	132	1
889970	129	1
889970	57	1
889970	216	1
889966	41	1
889966	129	1
889966	132	1
889966	57	1
889966	216	1
877317	38	1
877317	44	1
877352	59	1
858459	37	1
858459	95	1
858459	100	1
858459	101	3
858459	39	1
858459	111	1
858459	113	1
858459	114	1
858459	115	1
858459	40	1
858459	118	1
858459	119	1
858459	122	1
858459	123	1
858459	124	1
858459	41	1
858459	127	1
858459	131	1
858459	44	1
858459	149	1
858459	45	2
858459	153	2
858459	59	1
858459	223	1
858459	224	1
858459	60	1
858459	225	1
858459	147	1
885451	78	1
885451	80	2
885451	81	1
885451	37	1
885451	95	1
885451	96	1
885451	97	1
885451	98	1
885451	99	1
885451	384	1
885451	38	1
885451	103	1
885451	104	1
885451	406	1
885451	407	1
885451	408	1
885451	409	1
885451	411	1
885451	412	1
885451	413	1
885451	109	1
885451	110	1
885451	437	2
885451	440	1
885451	441	1
889709	401	3
889709	104	1
889709	406	1
889709	105	1
889709	419	1
889709	110	1
889709	437	2
889709	439	2
889709	440	2
889709	441	2
860438	35	1
860438	37	1
860438	41	1
860452	162	1
860452	163	1
860452	164	1
860452	165	1
860452	166	1
860452	167	1
860452	173	1
860452	174	1
860452	176	1
860452	179	1
860452	180	1
860452	186	1
860452	187	1
860452	188	1
860452	199	1
860452	200	1
860452	201	1
860452	202	1
860452	203	1
860452	204	1
860452	205	1
860452	207	1
860452	208	1
860452	209	1
860452	210	1
860452	211	1
860452	212	1
860452	213	1
860452	214	1
860452	215	1
860452	229	1
860452	230	2
860452	235	1
860452	237	1
860452	240	1
860512	304	1
860512	305	1
860512	306	1
860512	307	1
860512	84	1
860512	85	1
860512	86	1
860512	87	1
860512	328	1
860512	329	1
860512	330	1
860512	331	1
860512	332	1
860512	217	1
860512	218	1
860512	219	1
860512	220	1
860514	159	3
860514	239	3
860514	160	1
860514	161	3
860514	162	3
860514	174	3
860514	176	2
860514	205	3
860514	212	3
860514	231	1
860514	232	1
860514	233	1
860514	234	1
860514	235	1
860514	236	1
860514	237	1
860514	245	3
860514	166	3
860514	167	3
860521	354	1
860521	356	1
860521	365	1
860521	126	1
860521	127	1
860521	128	1
860521	129	1
860521	130	1
860521	580	1
860521	132	1
860521	133	2
860521	134	1
860521	135	1
860521	136	1
860521	137	1
860521	138	1
860526	95	1
860526	366	1
860526	98	1
860526	99	1
860526	102	1
860526	406	1
860526	407	1
860526	408	1
860526	409	1
860526	410	2
860526	411	1
860526	412	1
860526	413	1
860526	105	1
860526	107	1
860526	110	2
860526	146	1
860526	221	1
860531	275	1
860531	281	1
860531	295	1
860531	300	1
860531	306	1
860531	83	1
860531	85	1
860531	328	1
860531	330	1
860531	331	1
860531	332	1
860531	333	1
860531	334	1
860531	335	1
860531	336	1
860531	340	1
860531	349	1
860531	352	2
860531	353	1
860531	354	1
860531	355	1
860531	356	1
860531	362	1
860531	365	1
860531	401	3
860531	402	2
860531	405	1
860531	406	1
860531	419	1
860531	437	2
860531	439	2
860531	440	1
860531	441	1
860531	551	1
860531	128	1
860531	129	1
860531	130	1
860531	590	1
860531	134	1
860531	137	1
860531	156	1
860531	170	1
860531	216	1
860541	176	1
860541	188	1
860541	202	1
860541	204	2
860541	203	2
860541	205	2
860541	207	1
860541	215	2
860541	228	1
860541	229	1
860541	230	1
860541	242	1
860541	243	1
860541	244	1
860541	245	1
860541	246	1
860541	247	1
860541	248	1
860541	249	1
860541	250	1
860541	251	1
860541	252	1
860541	253	1
860541	254	1
860541	255	1
860541	256	1
860541	257	1
860541	258	1
860541	259	1
860541	260	1
860541	262	1
860541	263	2
860541	264	1
860541	265	1
860541	231	2
860541	234	1
860541	235	1
860541	237	1
860542	145	1
860542	146	1
860542	147	1
860542	150	1
860542	152	1
860542	169	1
860542	171	2
860542	180	1
860542	181	1
860542	182	1
860542	183	1
860542	184	1
860542	185	1
860542	186	1
860542	188	1
860542	189	1
860542	190	1
860542	191	1
860542	192	1
860542	193	1
860542	194	1
860542	195	1
860542	196	1
860542	197	1
860542	198	1
860546	159	1
860546	160	1
860546	231	2
860546	232	1
860546	233	2
860546	235	1
860546	236	3
860552	174	1
860552	175	1
860564	143	1
860564	144	1
860564	214	1
860564	229	1
860564	230	1
860564	231	1
860564	234	2
860564	237	1
860569	145	3
860569	146	1
860569	147	2
860569	150	2
860569	180	1
860569	181	1
860569	182	1
860569	183	1
860569	184	1
860569	185	1
860569	186	2
860569	187	2
860569	193	1
860569	194	1
860569	195	1
860569	196	1
860569	197	1
860571	162	1
860571	163	1
860571	165	1
860571	173	2
860571	180	1
860571	186	3
860571	187	1
860571	188	1
860571	199	1
860571	200	1
860571	201	1
860571	202	1
860571	203	1
860571	204	1
860571	205	1
860571	206	1
860571	210	1
860571	211	1
860571	212	1
860571	240	1
860571	241	2
860571	249	3
860571	262	1
860571	263	1
860571	264	1
860571	265	1
860585	162	1
860585	164	1
860585	174	1
860585	176	1
860585	177	1
860585	178	1
860585	202	2
860585	203	3
860585	204	1
860585	207	2
860585	235	1
860585	262	1
860585	265	3
860588	73	1
860588	74	1
860588	75	1
860588	76	1
860588	77	1
860588	78	1
860588	80	2
860588	81	1
860588	82	1
860588	83	1
860588	84	1
860588	85	1
860588	86	1
860588	87	1
860588	95	1
860588	98	1
860588	99	1
860588	100	1
860588	102	1
860588	103	1
860588	104	1
860588	105	1
860588	106	1
860588	107	1
860588	108	2
860588	111	1
860588	113	1
860588	114	1
860588	115	1
860588	116	1
860588	118	1
860588	124	1
860588	126	1
860588	127	1
860588	128	1
860588	147	1
860588	148	1
860588	149	2
860588	217	2
860588	218	2
860588	219	2
860588	220	2
860588	221	2
860588	222	2
860588	223	2
860588	224	2
860590	162	1
860590	163	1
860590	165	1
860590	166	3
860590	167	1
860590	173	1
860590	174	1
860590	179	1
860590	180	1
860590	184	1
860590	185	1
860590	189	2
860590	190	3
860590	192	2
860590	199	1
860590	200	1
860590	201	1
860590	203	2
860590	205	1
860590	207	1
860590	208	1
860590	209	1
860590	210	2
860590	211	1
860590	212	1
860590	213	1
860590	214	1
860590	215	1
860590	229	1
860590	230	1
860590	234	1
860590	237	1
860590	240	1
860590	241	1
860590	242	3
860590	243	1
860590	244	1
860590	245	1
860590	246	2
860590	247	1
860590	248	1
860590	249	1
860590	251	1
860590	253	1
860590	254	1
860590	255	1
860590	256	1
860590	257	2
860590	262	1
860590	263	1
860590	264	1
860591	159	3
860591	160	1
860591	161	3
860591	176	2
860591	231	1
860591	232	1
860591	233	1
860591	234	1
860591	235	1
860591	236	1
860591	237	1
860603	179	1
860603	182	1
860603	192	1
860603	205	1
860603	206	1
860603	207	1
860603	208	1
860603	209	1
860603	210	1
860603	211	2
860603	213	1
860603	214	1
860603	215	1
860603	228	1
860603	229	1
860603	230	1
860603	234	2
860603	237	3
860603	242	1
860603	243	1
860603	244	1
860603	245	2
860603	250	1
860603	251	1
860603	252	1
860603	253	1
860603	254	1
860603	255	1
860603	256	1
860603	257	1
860603	258	1
860603	259	1
860603	260	1
860603	261	1
860603	262	2
860605	101	1
860605	224	1
860605	114	1
860605	118	1
860605	119	1
860605	120	1
860605	121	1
860605	125	1
860605	127	1
860605	128	1
860605	129	1
860605	130	1
860605	131	1
860605	133	1
860605	132	1
860605	135	1
860605	136	1
860605	138	1
860605	140	1
860605	141	1
860608	162	1
860608	163	1
860608	164	2
860608	165	2
860608	166	1
860608	173	2
860608	174	2
860608	176	3
860608	180	1
860608	185	1
860608	186	1
860608	187	1
860608	188	1
860608	199	1
860608	200	1
860608	201	1
860608	203	2
860608	204	2
860608	205	1
860608	206	1
860608	207	2
860608	208	1
860608	209	1
860608	210	1
860608	211	1
860608	212	1
860608	213	1
860608	215	1
860608	240	1
860608	241	1
860608	242	1
860608	243	1
860608	244	1
860608	245	1
860608	246	1
860608	247	1
860608	248	1
860608	249	1
860608	250	1
860608	251	1
860608	252	1
860608	253	1
860608	254	1
860608	255	1
860608	256	1
860608	257	1
860608	258	1
860608	259	1
860608	260	1
860608	261	3
860608	262	1
860608	263	1
860608	264	1
860608	265	2
860610	160	2
860610	161	2
860610	162	1
860610	163	1
860610	165	1
860610	166	3
860610	167	3
860610	173	1
860610	174	2
860610	176	1
860610	179	2
860610	180	3
860610	186	2
860610	187	2
860610	188	1
860610	199	1
860610	200	1
860610	201	1
860610	202	1
860610	204	1
860610	205	2
860610	206	1
860610	207	1
860610	208	1
860610	209	1
860610	210	1
860610	211	1
860610	212	1
860610	213	1
860610	214	2
860610	215	1
860610	227	1
860610	228	1
860610	229	1
860610	230	1
860610	231	1
860610	232	1
860610	234	1
860610	235	1
860610	236	1
860610	237	1
860610	240	1
860610	241	1
860610	242	1
860610	243	1
860610	244	1
860610	245	1
860610	246	1
860610	247	1
860610	248	1
860610	249	1
860610	250	1
860610	251	1
860610	252	1
860610	253	1
860610	254	1
860610	255	1
860610	256	1
860610	257	1
860610	258	1
860610	259	1
860610	260	1
860610	261	2
860610	262	2
860610	263	1
860610	264	1
860610	265	1
860613	216	1
860619	176	1
860619	202	1
860619	204	2
860619	207	1
860619	227	1
860619	228	1
860619	229	1
860619	230	1
860626	183	2
860626	184	1
860626	185	1
860626	189	1
860452	241	1
860452	242	1
860452	243	1
860452	244	1
860452	245	1
860452	246	1
860452	247	1
860452	248	1
860452	249	1
860452	250	1
860452	251	1
860452	254	2
860452	256	1
860452	262	1
860452	263	1
860452	264	1
860452	265	1
860452	255	1
860452	257	1
860452	258	3
860452	260	3
860456	159	1
860456	162	1
860456	163	2
860456	164	1
860456	165	3
860456	166	1
860456	167	1
860456	173	1
860456	174	1
860456	176	1
860456	177	1
860456	178	1
860456	203	3
860456	204	1
860456	235	2
860456	240	1
860456	241	1
860458	108	1
860458	145	2
860458	146	1
860458	152	3
860458	180	1
860458	181	1
860458	182	1
860458	183	1
860458	184	1
860458	185	1
860458	186	3
860458	189	1
860458	190	1
860458	191	2
860458	192	1
860458	193	1
860458	194	1
860458	195	1
860458	196	1
860458	197	1
860458	211	1
860458	243	3
860458	249	3
860458	261	1
860463	162	1
860463	163	1
860463	165	1
860463	166	1
860463	167	2
860463	173	1
860463	174	1
860463	176	1
860463	179	2
860463	180	1
860463	184	1
860463	185	1
860463	186	1
860463	187	1
860463	188	1
860463	199	1
860463	200	1
860463	201	1
860463	202	1
860463	203	1
860463	204	1
860463	205	1
860463	206	1
860463	207	1
860463	208	1
860463	209	1
860463	210	1
860463	211	1
860463	212	1
860463	213	1
860463	214	1
860463	215	1
860463	229	2
860463	234	2
860463	235	2
860463	237	1
860463	240	1
860463	241	1
860463	242	1
860463	243	1
860463	244	1
860463	245	1
860463	246	1
860463	247	1
860463	248	1
860463	249	1
860463	250	3
860463	251	2
860463	254	1
860463	255	1
860463	256	2
860463	262	1
860463	263	1
860463	264	1
860463	265	1
860467	41	1
860467	129	1
860467	132	1
860467	136	1
860473	73	1
860473	74	1
860473	75	1
860473	76	1
860473	77	1
860473	78	1
860473	80	2
860473	81	1
860473	82	1
860473	83	1
860473	84	1
860473	85	1
860473	86	1
860473	87	1
860473	95	1
860473	98	1
860473	99	1
860473	100	1
860473	102	1
860473	103	1
860473	104	1
860473	105	1
860473	106	1
860473	107	1
860473	108	2
860473	111	1
860473	113	1
860473	114	1
860473	115	1
860473	116	1
860473	118	1
860473	124	1
860473	126	1
860473	127	1
860473	128	1
860473	147	1
860473	148	1
860473	149	2
860473	217	2
860473	218	2
860473	219	2
860473	220	2
860473	221	2
860473	222	2
860473	223	2
860473	224	2
860480	150	1
860480	152	1
860480	153	2
860480	166	1
860480	167	1
860480	171	1
860480	174	1
860480	180	1
860480	181	1
860480	182	1
860480	183	1
860480	184	1
860480	185	1
860480	186	1
860480	187	1
860480	189	1
860480	190	1
860480	191	2
860480	192	3
860480	195	1
860480	196	1
860480	197	1
860480	198	1
860480	241	2
860481	111	3
860481	145	1
860481	146	1
860481	149	2
860481	150	1
860481	152	1
860481	153	3
860481	166	1
860481	167	1
860481	171	1
860481	173	1
860481	180	1
860481	181	1
860481	182	1
860481	183	1
860481	184	1
860481	185	1
860481	186	1
860481	187	1
860481	188	1
860481	189	1
860481	190	1
860481	191	1
860481	192	1
860481	193	2
860481	194	1
860481	195	1
860481	196	1
860481	197	1
860481	198	1
860481	206	2
860481	211	1
860481	212	1
860481	240	2
860481	241	1
860481	242	1
860481	243	1
860481	244	2
860481	246	1
860481	247	1
860481	249	1
860481	250	3
860481	252	1
860481	253	1
860481	254	1
860481	255	2
860481	258	1
860481	259	1
860481	261	1
860481	262	1
